iteration,loss,accuracy
0,3.11364,7.8125
1,2.87671,17.96875
2,2.99169,12.5
3,2.73232,19.53125
4,2.87812,19.53125
5,2.80249,17.96875
6,2.80746,19.53125
7,2.7683,14.84375
8,2.70418,22.65625
9,2.69554,25.78125
10,2.77727,16.40625
11,2.66596,22.65625
12,2.73146,19.53125
13,2.76657,14.84375
14,2.75167,19.53125
15,2.69097,23.4375
16,2.73027,17.1875
17,2.74497,20.3125
18,2.70446,19.53125
19,2.75802,14.84375
20,2.70517,18.75
21,2.70816,16.40625
22,2.70213,21.09375
23,2.68878,22.65625
24,2.67036,16.40625
25,2.71747,14.0625
26,2.75233,16.40625
27,2.66623,21.09375
28,2.7417,17.96875
29,2.68255,17.1875
30,2.63519,22.65625
31,2.62151,23.4375
32,2.64671,20.3125
33,2.62634,24.21875
34,2.60212,25.78125
35,2.6318,20.3125
36,2.66319,17.1875
37,2.62539,20.3125
38,2.67737,12.5
39,2.59248,25.0
40,2.6234,22.65625
41,2.59606,25.0
42,2.63778,23.4375
43,2.63357,18.75
44,2.55953,26.5625
45,2.60464,25.0
46,2.5331,32.03125
47,2.63344,22.65625
48,2.5744,24.21875
49,2.65545,15.625
50,2.56102,17.96875
51,2.64304,14.84375
52,2.54729,26.5625
53,2.60542,22.65625
54,2.56174,28.125
55,2.5588,27.34375
56,2.55178,28.125
57,2.47567,38.28125
58,2.52841,22.65625
59,2.4341,37.5
60,2.51522,25.78125
61,2.44915,26.5625
62,2.47351,26.5625
63,2.54783,24.21875
64,2.29753,39.84375
65,2.41601,28.90625
66,2.51741,28.125
67,2.42892,34.375
68,2.30493,35.9375
69,2.21861,39.0625
70,2.41463,28.125
71,2.24146,35.15625
72,2.27719,36.71875
73,2.42535,29.6875
74,2.37831,34.375
75,2.26731,37.5
76,2.33576,38.28125
77,2.27141,35.15625
78,2.16573,41.40625
79,2.23532,35.9375
80,2.20852,37.5
81,2.12566,40.625
82,2.21784,38.28125
83,2.2037,39.84375
84,2.0468,44.53125
85,2.14488,41.40625
86,2.01053,47.65625
87,2.11796,39.0625
88,2.07577,46.09375
89,2.02775,42.1875
90,1.95244,56.25
91,2.08466,44.53125
92,1.95295,52.34375
93,1.88218,53.125
94,1.81677,54.6875
95,1.85388,54.6875
96,1.84264,47.65625
97,1.89611,42.96875
98,1.719,57.03125
99,1.75064,53.125
100,1.86613,46.09375
101,1.78312,53.90625
102,1.70487,57.03125
103,1.75669,59.375
104,1.87677,50.78125
105,1.69367,57.03125
106,1.67762,50.78125
107,1.74934,56.25
108,1.68129,59.375
109,1.68619,60.15625
110,1.81694,52.34375
111,1.82765,48.4375
112,1.57454,60.15625
113,1.75576,52.34375
114,1.64497,61.71875
115,1.6773,53.90625
116,1.59242,60.15625
117,1.60906,60.9375
118,1.56267,61.71875
119,1.76527,56.25
120,1.68214,53.90625
121,1.42772,64.84375
122,1.33525,70.3125
123,1.5789,61.71875
124,1.56961,60.9375
125,1.37297,72.65625
126,1.3349,71.09375
127,1.59534,56.25
128,1.39149,68.75
129,1.53445,62.5
130,1.50787,68.75
131,1.55,59.375
132,1.44018,64.0625
133,1.48139,65.625
134,1.35733,67.96875
135,1.2972,69.53125
136,1.46017,69.53125
137,1.25923,74.21875
138,1.60145,68.75
139,1.37186,66.40625
140,1.41701,67.96875
141,1.38265,69.53125
142,1.39315,67.96875
143,1.51052,67.1875
144,1.29343,69.53125
145,1.32507,66.40625
146,1.26881,74.21875
147,1.27612,71.875
148,1.32174,67.96875
149,1.50246,60.15625
150,1.33829,67.96875
151,1.27825,71.09375
152,1.32334,67.1875
153,1.1692,74.21875
154,1.36154,66.40625
155,1.38384,67.1875
156,1.40352,69.53125
157,1.39324,64.84375
158,1.17087,73.4375
159,1.18674,75.0
160,1.54779,64.84375
161,1.11614,78.90625
162,1.2006,72.65625
163,1.30022,72.65625
164,1.34211,64.84375
165,1.27991,75.0
166,1.35661,67.96875
167,1.35533,67.1875
168,1.29809,69.53125
169,1.24288,71.875
170,1.08383,78.90625
171,1.44942,60.9375
172,1.44129,67.96875
173,1.13276,75.0
174,1.25951,70.3125
175,1.03025,80.46875
176,1.24627,68.75
177,1.09854,77.34375
178,1.27264,74.21875
179,1.27877,75.78125
180,1.24631,71.875
181,1.20844,71.09375
182,1.20112,73.4375
183,1.23573,68.75
184,0.970466,82.8125
185,1.13636,75.78125
186,0.98751,82.03125
187,1.10752,75.78125
188,1.25647,68.75
189,1.07325,73.4375
190,1.07087,75.0
191,1.08717,75.0
192,1.03929,82.03125
193,1.15065,73.4375
194,1.13336,73.4375
195,1.33196,67.96875
196,1.0724,80.46875
197,1.26135,68.75
198,0.892892,85.15625
199,1.17465,73.4375
