iteration,loss,accuracy
0,2.46563,14.0625
1,2.42532,14.0625
2,2.399,14.0625
3,2.48666,6.25
4,2.50024,14.0625
5,2.51653,17.1875
6,2.29791,23.4375
7,2.30779,25
8,2.45904,18.75
9,2.19557,32.8125
10,2.39701,21.875
11,2.35513,20.3125
12,2.41553,18.75
13,2.42031,17.1875
14,2.40736,20.3125
15,2.35995,15.625
16,2.3331,23.4375
17,2.35353,20.3125
18,2.30999,28.125
19,2.32521,21.875
20,2.36524,14.0625
21,2.34303,17.1875
22,2.34312,15.625
23,2.30282,23.4375
24,2.34909,21.875
25,2.31578,28.125
26,2.42464,12.5
27,2.31617,26.5625
28,2.41735,18.75
29,2.35018,18.75
30,2.33386,20.3125
31,2.31085,20.3125
32,2.38714,17.1875
33,2.3283,20.3125
34,2.30392,21.875
35,2.42236,18.75
36,2.3538,23.4375
37,2.27146,18.75
38,2.34382,17.1875
39,2.4388,12.5
40,2.27728,25
41,2.33703,17.1875
42,2.31909,17.1875
43,2.37962,14.0625
44,2.29519,25
45,2.28178,28.125
46,2.18733,29.6875
47,2.33368,18.75
48,2.1901,28.125
49,2.28224,23.4375
50,2.38036,10.9375
51,2.23809,31.25
52,2.3774,18.75
53,2.3414,17.1875
54,2.33401,31.25
55,2.24667,26.5625
56,2.31954,18.75
57,2.35655,17.1875
58,2.24903,29.6875
59,2.24536,25
60,2.23398,35.9375
61,2.15643,37.5
62,2.21865,32.8125
63,2.1254,34.375
64,2.2246,26.5625
65,2.22152,26.5625
66,2.17831,32.8125
67,2.21465,29.6875
68,2.26749,26.5625
69,2.09727,32.8125
70,2.15257,26.5625
71,2.06551,32.8125
72,2.11772,32.8125
73,2.1708,25
74,2.15523,34.375
75,2.08419,34.375
76,2.11696,32.8125
77,2.03863,31.25
78,1.98451,39.0625
79,2.11683,34.375
80,2.03723,34.375
81,1.75577,48.4375
82,1.94843,40.625
83,2.03251,28.125
84,2.09952,34.375
85,2.00376,40.625
86,1.86072,39.0625
87,1.91959,39.0625
88,1.809,46.875
89,1.86094,48.4375
90,1.91504,35.9375
91,1.74746,51.5625
92,1.64165,48.4375
93,1.79347,39.0625
94,1.69363,50
95,1.9402,28.125
96,2.05879,32.8125
97,1.63358,54.6875
98,1.77452,48.4375
99,1.66202,39.0625
100,1.68941,45.3125
101,1.85871,43.75
102,1.63165,51.5625
103,1.80333,40.625
104,1.71197,45.3125
105,1.53787,62.5
106,1.82695,40.625
107,1.75895,51.5625
108,1.63416,42.1875
109,1.66448,56.25
110,1.5331,53.125
111,1.65486,53.125
112,1.80415,43.75
113,1.54351,53.125
114,1.59801,54.6875
115,1.56379,57.8125
116,1.61104,53.125
117,1.76227,48.4375
118,1.55519,53.125
119,1.32352,59.375
120,1.63425,40.625
121,1.577,45.3125
122,1.43496,56.25
123,1.49418,59.375
124,1.71728,45.3125
125,1.53184,48.4375
126,1.72613,43.75
127,1.42361,62.5
128,1.52773,46.875
129,0.969078,78.125
130,1.41535,54.6875
131,1.30803,59.375
132,1.36026,59.375
133,1.33622,62.5
134,1.16702,62.5
135,1.5883,46.875
136,1.33015,60.9375
137,1.4348,62.5
138,1.05959,68.75
139,1.10657,73.4375
140,1.14212,71.875
141,1.5136,54.6875
142,1.04091,73.4375
143,1.35615,54.6875
144,1.19194,71.875
145,1.4239,65.625
146,1.37672,59.375
147,1.62484,53.125
148,1.4559,60.9375
149,1.5441,48.4375
150,1.31251,59.375
151,1.18896,57.8125
152,1.31974,59.375
153,1.1682,73.4375
154,1.41889,59.375
155,1.25807,70.3125
156,1.24209,60.9375
157,1.18624,68.75
158,1.06331,71.875
159,1.04303,70.3125
160,1.26381,60.9375
161,1.00427,73.4375
162,1.10915,71.875
163,1.13033,67.1875
164,1.33751,62.5
165,1.46313,60.9375
166,1.14731,68.75
167,1.36397,53.125
168,1.2703,68.75
169,1.03538,75
170,1.04232,75
171,1.19411,62.5
172,1.20597,73.4375
173,1.08139,73.4375
